file,title,location,date,caption
image_58.jpg,image_58,"Cook Island, Australia","September, 2022",Hexabranchus sanguineus (Spanish Dancer)
image_59.jpeg,image_59,"Great Barrier Reef, Australia ","August, 2022",Scorpaenopsis diabolus (False Scorpionfish)
image_6.jpg,image_6,"Great Barrier Reef, Australia ","August, 2022",Neotrygon kuhlii (Blue-spotted Stingray)
image_60.jpg,image_60,"Great Barrier Reef, Australia ","August, 2022",Synanceia verrucosa (Reef Stonefish)
image_61.jpg,image_61,"Revillagigedo Archipelago, Mexico","December, 2022",Rhincodon typus (Whale Shark)
image_62.jpg,image_62,"Revillagigedo Archipelago, Mexico","December, 2022",Triaenodon obesus (Whitetip Reef Shark)
image_63.jpg,image_63,"Cook Island, Australia","September, 2022",Orectolobus ornatus (Ornate Wobbegong)
image_64.jpg,image_64,"Cook Island, Australia","September, 2022",Orectolobus ornatus (Ornate Wobbegong)
image_69.jpg,image_69,"Hanalei, Kaua'i, Hawai'i","December, 2023",Chelonia mydas (Green Sea Turtle)
image_7.jpeg,image_7,"Komodo National Park, Indonesia","April, 2022",Callyspongia crassa (Prickly Tube Sponge)
image_70.jpg,image_70,"Hanalei, Kaua'i, Hawai'i","December, 2023",Chelonia mydas (Green Sea Turtle)
image_71.jpg,image_71,"Malapascua Island, Philippines","February, 2026",Alopias vulpinus (Thresher Shark)
image_72.jpg,image_72,"Malapascua Island, Philippines","February, 2026",Alopias vulpinus (Thresher Shark)
image_73.jpg,image_73,"Malapascua Island, Philippines","February, 2026",Alopias vulpinus (Thresher Shark)
image_74.jpg,image_74,"Chocolate Island, Philippines","February, 2026",Parapercis clathrata (Latticed Sandperch)
image_75.jpg,image_75,"Gato Island, Philippines","February, 2026",Echidna nebulosa (Snowflake Moray Eel)
image_76.jpg,image_76,"Gato Island, Philippines","February, 2026",Ctenoides ales (Electric Flame Scallop)
image_77.jpg,image_77,"Hin Plo Naam, Thailand","February, 2026",Sphyraena barracuda (Great Barracuda)
image_78.jpg,image_78,"Koh Tachai, Thailand","February, 2026",Heniochus acuminatus (Longfin Bannerfish)
image_79.jpg,image_79,"Gato Island, Philippines","February, 2026",Xenia (Pulsing Coral)
image_8.jpg,image_8,"Great Barrier Reef, Australia ","August, 2022",Osprey Reef
image_9.jpeg,image_9,"Great Barrier Reef, Australia ","August, 2022",Fimbriaphyllia ancora (Hammer Coral)
